source_id,owner_repo,url,description,relation_to_competition,stars,forks,default_branch,latest_commit_sha,latest_commit_date,license,archived,file_count,read_status,files_actually_read,evidence_path,notes
GH-DEEP-matt-ceran__biohub-cell-tracking,matt-ceran/biohub-cell-tracking,https://github.com/matt-ceran/biohub-cell-tracking,competition participant pipeline,competition_participant_pipeline,0,0,main,446589b772f4d98adecc3f6ba15434f0e0d57069,2026-08-13T17:43:45-07:00,NO_LICENSE_FILE_OBSERVED,False,84,FULL_RELEVANT_REPO_SOURCE_READ,README.md;pyproject.toml;src/biohub/io.py;src/biohub/detect.py;src/biohub/appearance_model.py;src/biohub/link.py;src/biohub/division.py;src/biohub/division_model.py;src/biohub/metric.py;src/biohub/submission.py;scripts/train_appearance.py;scripts/train_division.py;scripts/run_baseline.py;experiments/2026-08-13-phase11-v2-atlasforge.md;configs/README.md;configs/phase11_division_acceptance.json;configs/phase11_division_assignment.json;configs/phase11_division_proposal.json;configs/phase11_division_sampling.json;configs/phase11_division_split.json;configs/phase11_v2_division.json;data/README.md;experiments/2026-08-02-phase11-fixed-head-training.md;experiments/2026-08-11-phase11-development-grid.md;experiments/2026-08-11-phase11-truth-rank-atlas.md;experiments/README.md;notebooks/README.md;scripts/audit_division_pair_proposals.py;scripts/audit_division_proposals.py;scripts/audit_division_truth_ranks.py;scripts/audit_division_v2_development.py;scripts/build_appearance_dataset.py;scripts/build_division_cache.py;scripts/build_division_dataset.py;scripts/calibrate_detection.py;scripts/download_data.py;scripts/evaluate_metric_demo.py;scripts/freeze_appearance_policy.py;scripts/freeze_division_contracts.py;scripts/freeze_division_policy.py;scripts/inspect_dataset.py;scripts/make_smoke_submission.py;scripts/run_division_v2_fit.py;scripts/score_appearance.py;scripts/summarize_appearance_holdout.py;scripts/validate_appearance.py;scripts/validate_detectors.py;scripts/validate_division_model.py;scripts/validate_divisions.py;scripts/validate_linkers.py;scripts/validate_pruning.py;src/biohub/__init__.py;src/biohub/appearance.py;src/biohub/appearance_evaluation.py;src/biohub/constants.py;src/biohub/division_data.py;src/biohub/division_dataset.py;src/biohub/division_inference.py;src/biohub/division_truth_rank.py;src/biohub/division_v2.py;src/biohub/split.py;submissions/README.md;tests/test_appearance.py;tests/test_appearance_evaluation.py;tests/test_detect_link.py;tests/test_division.py;tests/test_division_data.py;tests/test_division_dataset.py;tests/test_division_inference.py;tests/test_division_model.py;tests/test_division_truth_rank.py;tests/test_division_v2.py;tests/test_division_validation.py;tests/test_freeze_appearance_policy.py;tests/test_io.py;tests/test_metric.py;tests/test_split.py;tests/test_submission.py;tests/test_summarize_appearance_holdout.py;tests/test_train_appearance.py;tests/test_train_division.py;tests/test_validate_appearance.py;tests/test_validate_pruning.py,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/matt-ceran__biohub-cell-tracking/repo_evidence.json,"queries=GH-DEEP-SELECTION;GH-RS-001;GH-RS-002;GH-RS-003;GH-RS-010;GH-WEB-002; highly relevant complete participant system; no license file observed, so code reuse is legally constrained; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-mcha0019__Cell-Detection-and-Segmentation,mcha0019/Cell-Detection-and-Segmentation,https://github.com/mcha0019/Cell-Detection-and-Segmentation,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Md-Ali-Azad__Biohub---Cell-Tracking-During-Development,Md-Ali-Azad/Biohub---Cell-Tracking-During-Development,https://github.com/Md-Ali-Azad/Biohub---Cell-Tracking-During-Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-melani-maheswaran__biohub-cell-tracking,melani-maheswaran/biohub-cell-tracking,https://github.com/melani-maheswaran/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-MercaderLabAnatomy__T-MIDAS,MercaderLabAnatomy/T-MIDAS,https://github.com/MercaderLabAnatomy/T-MIDAS,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-MIDL26-Short-Tracking__trackastra_y,MIDL26-Short-Tracking/trackastra_y,https://github.com/MIDL26-Short-Tracking/trackastra_y,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-005; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-most-ieeta__Cell-tracking-challenge,most-ieeta/Cell-tracking-challenge,https://github.com/most-ieeta/Cell-tracking-challenge,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DEEP-MouseLand__cellpose,MouseLand/cellpose,https://github.com/MouseLand/cellpose,segmentation component,candidate_3d_segmentation_component,2300,644,main,a54cb48849b7e225a81e8e43dcb042d42427f543,2026-06-14T09:19:49-04:00,BSD-3-Clause,False,110,TARGET_FILES_READ,README.md;LICENSE;setup.py;environment.yml;cellpose/io.py;cellpose/models.py;cellpose/vit.py;cellpose/train.py;cellpose/dynamics.py;cellpose/metrics.py;docs/do3d.rst;docs/train.rst,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/MouseLand__cellpose/repo_evidence.json,"queries=GH-DEEP-SELECTION;GH-WEB-012; powerful front-end candidate only; tracking, divisions, GEFF and Biohub submission remain external; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-mybenkhadda__Biohub---Cell-Tracking-During-Development,mybenkhadda/Biohub---Cell-Tracking-During-Development,https://github.com/mybenkhadda/Biohub---Cell-Tracking-During-Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Myrto-Bioinfo-Lab__Tribolium-Ultrack,Myrto-Bioinfo-Lab/Tribolium-Ultrack,https://github.com/Myrto-Bioinfo-Lab/Tribolium-Ultrack,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-004; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Nakshu__Cell-Tracking-Challenge,Nakshu/Cell-Tracking-Challenge,https://github.com/Nakshu/Cell-Tracking-Challenge,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-naveenlx111-svg__Biohub,naveenlx111-svg/Biohub,https://github.com/naveenlx111-svg/Biohub,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-NotShubham1112__Detect-and-track-zebrafish-cells-through-3D-space-and-time,NotShubham1112/Detect-and-track-zebrafish-cells-through-3D-space-and-time,https://github.com/NotShubham1112/Detect-and-track-zebrafish-cells-through-3D-space-and-time,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Nutlope__cell-tracking-viz,Nutlope/cell-tracking-viz,https://github.com/Nutlope/cell-tracking-viz,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-oivler__biohub-cell-tracking,oivler/biohub-cell-tracking,https://github.com/oivler/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-OlaDare247__maskrcnn_ctc,OlaDare247/maskrcnn_ctc,https://github.com/OlaDare247/maskrcnn_ctc,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-OlaDare247__Medical-Imaging-----VISTA2D-MONAI,OlaDare247/Medical-Imaging-----VISTA2D-MONAI,https://github.com/OlaDare247/Medical-Imaging-----VISTA2D-MONAI,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-ome__ngff,ome/ngff,https://github.com/ome/ngff,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-oshbocker__biohub_cell_tracking,oshbocker/biohub_cell_tracking,https://github.com/oshbocker/biohub_cell_tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-OtoYuki__cell_tracking,OtoYuki/cell_tracking,https://github.com/OtoYuki/cell_tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-ovationtox-ym__Cell-Tracking,ovationtox-ym/Cell-Tracking,https://github.com/ovationtox-ym/Cell-Tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-oyishyi__Cell-Tracking-Challenge-CTC-,oyishyi/Cell-Tracking-Challenge-CTC-,https://github.com/oyishyi/Cell-Tracking-Challenge-CTC-,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Padmavathi-S-code__Kaggle_Biohub_Learning_Journal,Padmavathi-S-code/Kaggle_Biohub_Learning_Journal,https://github.com/Padmavathi-S-code/Kaggle_Biohub_Learning_Journal,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-pathik1511__biohub-cell-tracking,pathik1511/biohub-cell-tracking,https://github.com/pathik1511/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DEEP-phucthaiv02__biohub-cell-tracking,phucthaiv02/biohub-cell-tracking,https://github.com/phucthaiv02/biohub-cell-tracking,competition baseline derivative,competition_participant_baseline_derivative,0,0,main,bb5bd58c15e939ddbb030c4e0d1d4280e9d737ee,2026-07-03T16:10:40+07:00,Apache-2.0,False,23,FULL_RELEVANT_REPO_SOURCE_READ,src/biohub_cell_tracking/metrics;LICENSE;README.md;docs/CHALLENGE.md;docs/METRICS.md;main.py;pyproject.toml;scripts/augmentations.py;scripts/dataspec.py;scripts/evaluate.py;scripts/predict_unet_transformer.py;scripts/train_unet_transformer.py;src/biohub_cell_tracking/__init__.py;src/biohub_cell_tracking/division_metrics.py;src/biohub_cell_tracking/img_proc.py;src/biohub_cell_tracking/io.py;src/biohub_cell_tracking/models/__init__.py;src/biohub_cell_tracking/models/simple_node_transformer.py;src/biohub_cell_tracking/models/temporal_unet.py;visualize/visualize_ground_truth.py;visualize/visualize_predictions.py;visualize/visualize_utils.py,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/phucthaiv02__biohub-cell-tracking/repo_evidence.json,"queries=GH-CODE-FIRST-PAGE-RELEVANT;GH-DEEP-SELECTION;GH-RS-001;GH-RS-002; source comparison shows a renamed/modified derivative: node transformer identical, temporal U-Net changed for anisotropic pooling; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-pjazzy314159__biohub,pjazzy314159/biohub,https://github.com/pjazzy314159/biohub,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-PlaceboPaul__cell_seg_n_track,PlaceboPaul/cell_seg_n_track,https://github.com/PlaceboPaul/cell_seg_n_track,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-pomagrenate__biohub-cell-tracking,pomagrenate/biohub-cell-tracking,https://github.com/pomagrenate/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002;GH-RS-012; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-pr4deepr__biohub-trackviz,pr4deepr/biohub-trackviz,https://github.com/pr4deepr/biohub-trackviz,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DEEP-quantumjot__btrack,quantumjot/btrack,https://github.com/quantumjot/btrack,Bayesian multi-object tracker,bayesian_cell_tracking,335,55,main,2de42c911253e021b3814191fd1a049a6c0e2628,2026-01-09T13:03:17-08:00,MIT,False,115,FULL_RELEVANT_REPO_SOURCE_READ,README.md;LICENSE.md;pyproject.toml;btrack/core.py;btrack/models.py;btrack/dataio.py;btrack/io/importers.py;btrack/io/exporters.py;btrack/optimise/hypothesis.py;btrack/optimise/optimiser.py;btrack/src/tracker.cc;btrack/src/hypothesis.cc;.napari-hub/DESCRIPTION.md;.napari-hub/config.yml;.pre-commit-config.yaml;.readthedocs.yaml;CHANGELOG.rst;btrack/__init__.py;btrack/btypes.py;btrack/config.py;btrack/constants.py;btrack/datasets.py;btrack/include/bayes.h;btrack/include/belief.h;btrack/include/defs.h;btrack/include/hyperbin.h;btrack/include/hypothesis.h;btrack/include/inference.h;btrack/include/manager.h;btrack/include/motion.h;btrack/include/pdf.h;btrack/include/tracker.h;btrack/include/tracklet.h;btrack/include/types.h;btrack/include/updates.h;btrack/include/wrapper.h;btrack/io/__init__.py;btrack/io/_localization.py;btrack/io/hdf.py;btrack/io/utils.py;btrack/libwrapper.py;btrack/napari.yaml;btrack/napari/__init__.py;btrack/napari/config.py;btrack/napari/constants.py;btrack/napari/examples/show_btrack_widget.py;btrack/napari/main.py;btrack/napari/reader.py;btrack/napari/sync.py;btrack/napari/widgets/__init__.py;btrack/napari/widgets/_general.py;btrack/napari/widgets/_motion.py;btrack/napari/widgets/_optimiser.py;btrack/napari/widgets/create_ui.py;btrack/napari/widgets/io.py;btrack/napari/writer.py;btrack/optimise/__init__.py;btrack/src/bayes.cc;btrack/src/hyperbin.cc;btrack/src/inference.cc;btrack/src/interface.cc;btrack/src/manager.cc;btrack/src/motion.cc;btrack/src/pdf.cc;btrack/src/tracklet.cc;btrack/src/wrapper.cc;btrack/utils.py;build.sh;codecov.yml;docs/about.rst;docs/api.rst;docs/conf.py;docs/dev_guide/index.rst;docs/index.rst;docs/user_guide/configuration.rst;docs/user_guide/index.rst;docs/user_guide/installation.rst;docs/user_guide/large_datasets.rst;docs/user_guide/napari.rst;docs/user_guide/saving_tracks.rst;docs/user_guide/simple_example.rst;docs/user_guide/using_features.rst;examples/README.md;examples/example_tracking_pipeline-features.ipynb;tests/__init__.py;tests/_test_data/test_data.csv;tests/_test_data/test_graph.json;tests/_test_data/test_ground_truth.json;tests/_utils.py;tests/conftest.py;tests/napari/test_dock_widget.py;tests/napari/test_reader.py;tests/test_config.py;tests/test_examples.py;tests/test_io.py;tests/test_models.py;tests/test_shared_lib.py;tests/test_tracker.py;tests/test_tracklets.py;tests/test_utils.py,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/quantumjot__btrack/repo_evidence.json,"queries=GH-DEEP-SELECTION; mature lineage optimizer candidate, but detector, coordinate bridge, and competition scoring must be supplied; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-ranjithsnair74__biohub-cell-tracking,ranjithsnair74/biohub-cell-tracking,https://github.com/ranjithsnair74/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
